BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
3333090	111	145	197	363	502	702	878	1062	1261	1559
3333100	78	103	140	260	361	506	635	768	913	1131
3333110	102	136	188	364	518	745	951	1170	1410	1776
3333120	4235	5102	6309	9741	12268	15731	18636	21503	24544	28869
3333130	100	129	172	307	418	573	708	847	996	1216
3333140	212	276	373	683	943	1320	1654	2004	2383	2951
3333150	243	315	424	770	1060	1476	1844	2227	2642	3263
3333160	83	108	147	269	370	515	642	774	916	1128
3333170	220	278	361	610	803	1068	1293	1519	1758	2106
3333180	87	116	162	319	458	665	854	1056	1279	1620
3333200	633	780	987	1580	2020	2613	3106	3592	4104	4832
3333210	68	89	122	226	313	439	549	664	788	974
3333250	306	393	524	933	1268	1744	2159	2588	3050	3735
3333260	375	481	637	1125	1520	2080	2568	3070	3610	4408
3333280	4785	5751	7090	10879	13652	17444	20618	23742	27052	31749
3333290	4894	5908	7321	11365	14362	18488	21962	25403	29059	34276
3333300	116	151	204	372	512	711	886	1068	1263	1555
3333310	137	180	245	456	635	894	1124	1366	1628	2023
3333320	116	152	208	387	538	758	952	1156	1378	1710
3333360	1292	1620	2092	3520	4640	6213	7565	8938	10411	12560
3333370	478	613	812	1436	1944	2671	3306	3961	4669	5718
3333390	122	161	220	414	579	820	1035	1261	1508	1880
3333410	112	147	199	370	514	723	908	1102	1312	1629
3333420	60	80	111	216	309	447	573	707	854	1080
3333430	147	192	260	483	675	955	1206	1472	1761	2200
3333440	329	427	574	1053	1462	2062	2600	3169	3790	4731
3333460	240	312	422	778	1083	1531	1934	2360	2825	3529
3333480	129	169	229	424	592	837	1058	1290	1543	1927
3333510	89	119	167	330	476	694	893	1107	1343	1707
3333520	200	261	354	654	908	1278	1607	1953	2328	2894
3333530	151	199	272	512	716	1015	1281	1562	1867	2329
3333540	138	181	247	464	649	919	1160	1414	1690	2108
3333570	68	90	124	233	325	460	579	704	840	1044
3333590	703	881	1139	1915	2524	3375	4107	4849	5642	6799
3333600	300	383	504	876	1175	1595	1958	2330	2729	3314
3333610	683	857	1108	1863	2457	3286	3999	4721	5494	6621
3333640	372	482	647	1177	1620	2261	2828	3421	4065	5030
3333650	358	465	626	1145	1580	2212	2773	3360	3998	4956
3333660	0	0	0	0	0	0	0	0	0	0
3333670	166	214	286	510	693	951	1176	1407	1655	2023
3333680	431	552	732	1295	1755	2409	2981	3571	4208	5152
3333690	200	264	361	681	956	1361	1723	2107	2526	3161
3333700	168	221	302	568	795	1127	1424	1738	2080	2597
3333720	59	76	103	185	253	349	433	520	612	750
3333730	137	179	243	450	626	881	1108	1347	1607	1997
3333760	234	301	401	717	981	1361	1699	2052	2434	3006
3333780	268	334	430	717	942	1256	1525	1798	2088	2512
3333790	242	313	421	769	1065	1495	1880	2285	2726	3391
3333800	249	322	433	789	1092	1532	1925	2339	2789	3468
3333810	3491	4314	5494	9044	11826	15765	19168	22634	26360	31805
3333820	420	522	668	1095	1422	1870	2248	2626	3027	3604
3333830	835	1049	1360	2309	3066	4134	5061	6008	7024	8519
3333840	1382	1732	2241	3795	5035	6794	8322	9888	11573	14051
3333860	786	992	1293	2218	2962	4020	4941	5887	6905	8408
3333880	155	203	277	519	727	1033	1308	1599	1916	2398
3333890	145	191	261	491	690	983	1247	1527	1832	2297
3333940	12372	15025	18757	29798	38244	50181	60416	70756	81863	97948
3333950	99	130	177	329	457	641	804	974	1158	1434
3333960	299	387	518	934	1279	1775	2211	2664	3154	3884
3333970	462	570	723	1163	1494	1943	2321	2695	3090	3656
3334010	81	105	141	253	346	477	592	711	838	1028
3334040	264	340	454	811	1104	1522	1887	2264	2671	3274
3334050	115	149	199	356	483	663	820	980	1152	1406
3334060	520	654	850	1436	1894	2529	3072	3620	4205	5054
3334090	257	329	435	768	1042	1434	1777	2133	2517	3087
3334100	197	252	334	589	798	1095	1357	1626	1917	2348
3334110	2193	2746	3544	5970	7883	10587	12921	15301	17862	21607
3334180	569	739	995	1831	2544	3595	4537	5534	6624	8275
3334190	198	254	338	602	819	1128	1398	1678	1979	2427
3334200	327	419	557	990	1346	1857	2307	2773	3276	4026
3334220	168	215	285	503	684	941	1168	1403	1656	2033
3334230	507	653	869	1555	2121	2934	3648	4390	5193	6389
3334240	3	4	6	13	19	28	36	44	54	69
3334260	252	325	433	772	1049	1442	1785	2138	2519	3082
3334270	419	533	701	1215	1626	2203	2701	3210	3755	4556
3334280	298	385	516	931	1275	1768	2202	2652	3140	3866
3334290	44	59	81	152	212	299	376	457	544	675
3334300	101	132	178	328	455	637	800	969	1153	1430
3334320	4857	5857	7249	11222	14157	18191	21583	24937	28499	33574
3334340	131	170	228	413	568	791	987	1191	1412	1743
3334350	428	543	712	1235	1660	2264	2793	3338	3924	4793
3334360	434	550	719	1242	1665	2265	2789	3327	3905	4760
3334950	220	282	374	661	899	1239	1538	1849	2184	2685
3334960	786	972	1238	2026	2637	3487	4216	4951	5733	6870
3334970	786	972	1238	2026	2637	3487	4216	4951	5733	6870
3334990	450	557	711	1166	1517	2003	2417	2833	3275	3916
3335000	262	328	422	704	924	1228	1489	1752	2031	2438
3335010	667	821	1040	1676	2158	2820	3380	3939	4530	5381
3335020	639	785	992	1590	2045	2668	3196	3723	4279	5081
3335040	770	955	1221	2014	2633	3498	4242	4996	5799	6970
3335050	397	495	636	1057	1386	1842	2234	2629	3050	3663
3335060	126	158	206	347	457	610	740	872	1012	1215
3335070	224	281	365	616	814	1090	1327	1568	1824	2199
3335090	1496	1816	2266	3552	4512	5825	6932	8028	9188	10847
3335100	228	283	362	592	767	1004	1204	1403	1613	1915
3335110	166	211	276	477	639	867	1066	1269	1486	1807
3335120	2305	2764	3401	5183	6482	8243	9714	11155	12674	14825
3335130	2237	2691	3324	5105	6413	8192	9682	11148	12695	14893
3335140	5730	6830	8357	12676	15862	20248	23947	27603	31477	37000
3335150	2020	2405	2940	4429	5517	6995	8234	9449	10728	12543
3335170	471	586	752	1245	1629	2164	2622	3085	3578	4295
3335180	41	53	72	132	182	253	317	382	453	560
3335200	1027	1250	1565	2473	3159	4102	4901	5698	6540	7753
3335230	108	139	185	332	455	633	790	954	1131	1397
3335260	1883	2252	2766	4213	5284	6746	7979	9195	10477	12307
3335280	1822	2180	2682	4094	5144	6577	7787	8983	10243	12045
3335290	1514	1816	2238	3431	4320	5536	6564	7581	8653	10188
3335300	1500	1804	2233	3453	4371	5631	6702	7766	8891	10506
3335330	444	545	691	1113	1436	1881	2259	2637	3038	3617
3335370	269	338	438	738	976	1308	1595	1887	2199	2655
3335380	242	304	395	669	888	1193	1457	1726	2012	2433
3335390	36	47	64	119	165	232	292	354	422	523
3335400	199	258	347	632	873	1223	1536	1864	2220	2756
3335410	1883	2298	2891	4630	5973	7850	9462	11088	12822	15341
3335420	269	339	440	747	993	1339	1639	1945	2273	2755
3335470	163	209	278	495	677	940	1174	1418	1682	2079
3335490	170	214	279	476	635	857	1050	1248	1459	1771
3335540	1103	1359	1724	2802	3636	4798	5794	6798	7867	9420
3335550	324	387	465	658	786	947	1065	1178	1299	1447
3335560	136	169	212	322	393	486	553	619	687	774
3335570	409	512	645	994	1231	1548	1783	2023	2272	2605
3335580	794	969	1195	1778	2173	2697	3082	3474	3885	4425
3335610	160	205	265	427	538	687	800	915	1033	1194
3335620	423	521	647	975	1196	1488	1703	1920	2147	2443
3335630	121	148	181	262	314	378	424	468	514	569
3335660	13	17	22	35	43	54	61	69	76	86
3335670	1803	2039	2323	3065	3561	4192	4642	5163	5585	6261
3335680	1848	2091	2385	3153	3667	4320	4785	5323	5759	6458
3335690	1305	1558	1881	2745	3343	4101	4654	5280	5817	6666
3335700	1334	1605	1952	2885	3533	4354	4957	5637	6224	7152
3335710	2700	3075	3527	4708	5496	6493	7203	8025	8691	9758
3335720	2742	3124	3586	4791	5596	6613	7339	8177	8856	9946
3335730	2739	3119	3577	4774	5573	6584	7304	8136	8811	9892
3335740	2853	3249	3727	4974	5806	6859	7609	8477	9179	10306
3335750	2925	3335	3831	5124	5988	7080	7858	8759	9487	10657
3335760	3245	3715	4285	5772	6767	8022	8918	9954	10794	12144
3335770	3257	3727	4294	5777	6767	8018	8911	9943	10780	12123
3335790	3222	3682	4238	5690	6659	7885	8758	9769	10587	11901
3335800	3529	4053	4686	6343	7450	8847	9845	10997	11934	13437
3335810	689	857	1077	1689	2123	2680	3093	3555	3965	4605
3335820	683	849	1069	1679	2112	2667	3079	3540	3949	4588
3335860	449	558	703	1105	1391	1758	2029	2332	2601	3019
3335890	744	925	1166	1833	2310	2928	3388	3904	4361	5073
3335910	493	612	770	1208	1521	1926	2227	2564	2863	3325
3335930	478	600	765	1227	1562	1998	2323	2688	3014	3517
3335940	313	393	502	808	1030	1320	1536	1778	1995	2329
3335950	165	207	264	425	542	695	809	936	1051	1228
3335960	234	292	370	585	739	938	1086	1250	1397	1626
3336000	445	549	686	1061	1325	1659	1906	2180	2421	2800
3336010	346	431	545	860	1085	1374	1590	1829	2043	2375
3336020	299	372	471	746	943	1196	1384	1593	1781	2071
3336030	228	284	360	569	720	913	1056	1216	1359	1581
3336050	64	79	100	159	202	260	304	353	398	467
3336060	216	267	335	526	662	839	970	1117	1249	1455
3336080	647	787	968	1462	1811	2260	2594	2969	3302	3824
3336090	593	724	892	1355	1681	2099	2410	2759	3069	3554
3336110	479	587	729	1117	1392	1748	2012	2309	2574	2987
3336150	439	540	674	1042	1304	1641	1893	2175	2427	2820
3336160	437	538	671	1039	1301	1639	1891	2173	2425	2818
3336170	437	538	672	1040	1303	1641	1894	2176	2429	2823
3336210	2548	3072	3736	5529	6770	8343	9499	10809	11937	13734
3336220	2690	3273	4018	6043	7455	9246	10568	12063	13359	15426
3336230	2675	3257	4000	6023	7433	9223	10544	12038	13333	15399
3336260	2473	3020	3722	5636	6976	8677	9935	11357	12594	14565
3336270	1083	1316	1617	2434	3005	3730	4264	4865	5389	6215
3336280	985	1197	1470	2213	2733	3393	3879	4426	4903	5654
3336420	486	593	733	1116	1386	1730	1986	2271	2527	2931
3336430	505	618	762	1160	1440	1797	2062	2359	2624	3043
3336440	525	641	791	1203	1492	1861	2136	2443	2718	3152
3336450	1264	1546	1911	2913	3623	4535	5217	5984	6665	7742
3336460	1245	1524	1884	2873	3574	4475	5148	5905	6578	7642
3336490	457	558	689	1049	1303	1625	1866	2134	2374	2754
3336500	423	517	638	971	1205	1502	1725	1972	2193	2543
3336510	408	498	614	934	1159	1445	1658	1896	2109	2445
3336540	366	448	554	845	1051	1313	1508	1726	1922	2231
3336650	900	1061	1264	1804	2176	2647	2991	3380	3714	4243
3336670	159	196	246	384	484	614	712	822	922	1078
3336680	207	256	321	502	633	802	930	1072	1203	1406
3336700	343	417	512	773	957	1192	1369	1565	1742	2021
3336710	306	372	457	690	854	1065	1222	1397	1555	1804
3336780	189	232	290	450	566	719	834	963	1080	1260
3336790	191	235	293	455	573	728	844	975	1093	1274
3336800	306	364	439	641	782	960	1092	1239	1370	1574
3336820	213	246	289	401	480	581	656	739	813	929
3336830	687	783	902	1215	1430	1704	1903	2130	2323	2628
3336840	498	597	727	1078	1325	1640	1874	2137	2368	2732
3336850	1046	1175	1330	1737	2010	2359	2609	2897	3133	3509
3336860	1049	1179	1335	1744	2019	2371	2622	2912	3150	3528
3336910	2360	2774	3292	4668	5619	6830	7718	8731	9594	10972
3336920	686	828	1013	1514	1872	2335	2681	3072	3418	3962
3336930	363	434	525	773	949	1176	1346	1536	1707	1975
3336950	2059	2431	2900	4149	5013	6111	6916	7833	8616	9866
3336960	1999	2366	2829	4063	4919	6005	6803	7710	8487	9727
3336970	3	4	4	7	8	11	13	15	17	19
3336980	1924	2283	2737	3949	4791	5858	6643	7534	8300	9522
3337000	189	225	272	397	486	599	684	779	864	996
3337020	275	333	411	624	777	979	1129	1298	1449	1680
3337030	131	160	200	310	390	495	574	662	742	865
3337040	99	121	150	228	285	358	412	473	528	612
3337050	63	77	96	147	183	230	265	304	339	393
3337070	608	732	893	1328	1631	2015	2298	2615	2893	3332
3337080	317	382	466	694	853	1056	1207	1374	1522	1756
3337090	359	430	522	771	944	1164	1326	1507	1666	1917
3337110	3	4	5	8	10	13	15	17	20	23
3337150	407	498	619	953	1195	1514	1755	2026	2271	2651
3337160	387	474	590	908	1140	1445	1675	1934	2169	2532
3337170	228	271	327	478	585	721	823	937	1038	1198
3337180	349	430	537	833	1049	1334	1550	1793	2014	2356
3337200	405	496	616	946	1186	1501	1739	2008	2250	2625
3337210	364	447	557	861	1082	1373	1593	1841	2066	2414
3337220	463	566	700	1071	1338	1686	1948	2242	2507	2921
3337230	460	562	697	1067	1334	1682	1945	2239	2505	2920
3337260	376	462	576	891	1120	1422	1650	1907	2141	2503
3337290	320	388	477	721	897	1127	1301	1496	1673	1948
3337300	590	710	866	1289	1589	1975	2263	2588	2877	3334
3337320	1218	1464	1779	2630	3229	4001	4575	5224	5793	6690
3337340	443	544	678	1048	1316	1669	1937	2238	2512	2939
3337350	454	558	694	1072	1346	1705	1976	2281	2558	2990
3337360	438	534	658	1002	1250	1574	1820	2095	2345	2736
3337370	3321	3919	4666	6655	8031	9787	11077	12552	13810	15818
3337390	1246	1489	1799	2635	3222	3980	4542	5180	5737	6615
3337400	248	301	369	555	686	856	983	1124	1251	1448
3337420	501	612	759	1161	1449	1825	2108	2425	2711	3159
3337430	442	544	677	1046	1314	1666	1933	2233	2506	2932
3337450	2519	2972	3540	5054	6102	7435	8414	9530	10483	12005
3337460	690	799	934	1294	1543	1861	2095	2360	2588	2951
3337480	2072	2438	2897	4117	4960	6034	6821	7719	8484	9705
3337500	2471	2899	3433	4851	5830	7078	7991	9036	9923	11339
3337550	1840	2226	2722	4071	5030	6272	7200	8254	9182	10649
3337560	803	976	1202	1822	2269	2856	3299	3800	4250	4956
3337580	573	676	807	1155	1397	1705	1932	2187	2409	2758
3337590	302	373	468	734	934	1206	1416	1656	1880	2227
3337610	1239	1465	1750	2509	3032	3695	4181	4730	5203	5954
3337620	2344	2753	3264	4621	5559	6752	7627	8626	9476	10833
3337630	2008	2393	2878	4181	5086	6238	7089	8054	8890	10223
3337650	1319	1560	1865	2678	3239	3950	4472	5062	5570	6378
3337660	184	221	271	404	499	622	714	817	909	1051
3337680	407	490	597	889	1096	1363	1562	1786	1984	2294
3337690	383	469	583	899	1131	1441	1678	1946	2194	2579
3337700	666	788	944	1359	1648	2016	2286	2591	2856	3275
3337730	178	220	277	436	555	717	843	985	1118	1325
3337740	7	8	10	17	21	28	33	39	44	52
3337750	177	217	270	418	527	673	784	909	1025	1204
3337760	892	1078	1319	1974	2439	3041	3492	4000	4453	5167
3337790	1195	1410	1681	2403	2900	3530	3991	4512	4960	5672
3337800	309	373	458	686	850	1063	1222	1400	1559	1808
3337810	181	215	259	377	460	567	646	735	815	938
3337820	570	672	801	1146	1386	1691	1915	2167	2387	2732
3337830	501	599	726	1070	1311	1622	1851	2109	2336	2692
3337840	1210	1453	1763	2603	3194	3955	4520	5160	5722	6606
3337850	1268	1534	1876	2807	3466	4316	4950	5668	6301	7301
3337870	210	250	302	441	539	664	757	862	955	1101
3337880	78	96	120	186	235	301	352	408	461	542
3337890	384	464	569	854	1058	1324	1523	1746	1947	2258
3337900	367	443	543	815	1010	1263	1452	1665	1855	2151
3337910	769	939	1158	1765	2204	2781	3221	3717	4171	4888
3337930	180	222	278	434	550	706	825	960	1086	1279
3337940	821	992	1216	1823	2257	2820	3241	3717	4139	4803
3337960	488	572	679	964	1164	1418	1607	1819	2006	2302
3337970	144	170	203	293	357	440	501	570	632	729
3337980	322	397	496	774	977	1245	1450	1681	1893	2224
3337990	316	382	467	700	865	1079	1239	1418	1578	1828
3338000	426	520	643	982	1227	1547	1789	2061	2308	2694
3338010	498	608	753	1150	1435	1806	2084	2397	2680	3120
3338020	422	515	635	968	1207	1520	1757	2023	2265	2641
3338030	177	213	261	391	484	605	695	795	885	1025
3338040	515	620	755	1120	1375	1697	1935	2201	2435	2804
3338050	106	128	157	237	294	367	421	481	535	619
3338060	500	602	735	1096	1353	1684	1932	2210	2456	2843
3338070	325	388	470	691	847	1049	1199	1367	1518	1754
3338080	2005	2375	2842	4087	4950	6045	6851	7766	8550	9803
3338090	1768	2092	2502	3596	4355	5317	6023	6826	7514	8613
3338110	455	557	691	1061	1328	1676	1939	2234	2500	2916
3338130	2489	2922	3463	4899	5891	7155	8081	9139	10039	11474
3338150	208	256	320	498	629	803	936	1085	1223	1435
3338160	672	810	989	1474	1818	2260	2590	2962	3292	3814
3338170	499	609	752	1146	1428	1795	2070	2380	2659	3095
3338180	912	1102	1346	2011	2482	3090	3545	4058	4513	5231
3338190	2398	2816	3339	4728	5687	6908	7803	8825	9694	11082
3338200	337	415	519	807	1017	1295	1505	1741	1957	2291
3338220	432	528	652	996	1246	1573	1824	2106	2367	2777
3338230	10	13	15	24	29	37	43	49	55	64
3338240	1541	1733	1965	2570	2975	3492	3860	4287	4633	5185
3338250	137	168	210	325	410	521	604	698	783	914
3338260	72	87	108	165	206	259	299	343	383	445
3338290	163	195	237	350	431	535	613	700	779	901
3338310	71	86	105	156	193	241	276	316	351	406
3338320	424	501	601	871	1068	1329	1527	1752	1955	2272
3338340	319	374	445	638	782	977	1128	1300	1460	1710
3338360	593	701	841	1220	1495	1861	2138	2454	2738	3181
3338380	547	647	776	1125	1379	1715	1970	2260	2521	2928
3338390	311	367	440	637	782	975	1121	1288	1439	1673
3338400	309	365	438	634	778	970	1116	1282	1432	1665
3338410	2333	2703	3168	4406	5289	6443	7310	8308	9179	10569
3338420	3611	4184	4891	6787	8142	9927	11275	12835	14201	16387
3338430	305	360	433	628	770	959	1103	1265	1413	1641
3338440	487	575	690	1001	1226	1525	1750	2007	2238	2597
3338480	2126	2463	2887	4016	4821	5872	6660	7567	8358	9621
3338500	223	263	316	457	560	698	802	921	1028	1194
3338540	165	193	230	328	400	497	571	654	730	848
3338560	13	15	18	27	33	42	49	57	64	75
3338570	646	748	878	1226	1474	1799	2043	2321	2567	2957
3338640	648	773	933	1371	1689	2111	2433	2798	3131	3652
3338660	3653	4245	4979	6945	8351	10200	11598	13212	14630	16900
3338670	3383	3937	4628	6481	7809	9561	10888	12420	13769	15923
3338690	529	614	721	1007	1212	1479	1681	1910	2114	2437
3338710	1093	1279	1517	2157	2620	3234	3701	4235	4714	5471
3338720	1094	1282	1520	2163	2628	3244	3713	4249	4730	5490
3338750	1821	2117	2489	3485	4199	5138	5848	6663	7383	8530
3338760	1040	1205	1412	1971	2378	2925	3343	3824	4257	4936
3338790	1328	1551	1834	2596	3147	3880	4437	5076	5648	6551
3338800	1261	1474	1744	2470	2996	3693	4223	4831	5375	6234
3338830	1201	1434	1730	2540	3128	3910	4510	5194	5819	6808
3338840	1085	1294	1559	2285	2812	3511	4046	4657	5214	6094
3338860	427	508	612	896	1103	1376	1587	1825	2045	2391
3338880	284	340	413	614	762	958	1109	1279	1435	1678
3338890	237	284	345	513	635	799	924	1065	1194	1395
3338950	16030	17577	19339	24063	27294	31481	34511	38156	41023	45818
3338960	16051	17603	19371	24110	27350	31550	34589	38244	41120	45930
3338990	782	928	1117	1630	2006	2512	2900	3344	3749	4384
3339000	778	924	1113	1627	2004	2511	2901	3346	3753	4391
3339010	657	782	944	1384	1708	2142	2475	2856	3204	3751
3339020	15292	16726	18359	22747	25751	29653	32474	35873	38540	43001
3339050	1047	1204	1397	1913	2278	2762	3125	3542	3909	4487
3339070	2251	2573	2966	3998	4704	5608	6266	7025	7659	8674
3339080	249	301	370	561	704	898	1048	1219	1379	1625
3339090	2655	3031	3487	4689	5512	6572	7345	8239	8986	10182
3339100	309	374	460	700	882	1135	1334	1562	1779	2115
3339150	704	828	985	1402	1690	2055	2324	2627	2890	3307
3339160	470	560	674	989	1217	1524	1760	2027	2273	2656
3339170	383	460	558	830	1028	1294	1498	1729	1942	2275
3339180	274	333	411	627	787	1002	1169	1357	1533	1808
3339190	367	441	538	805	1003	1272	1481	1718	1938	2277
3339210	193	234	287	435	542	685	793	916	1028	1200
3339220	105	129	160	248	311	395	459	529	595	695
3339270	408	491	598	890	1098	1370	1574	1804	2013	2340
3339280	279	333	403	593	729	911	1048	1204	1345	1564
3339290	205	247	303	454	563	706	813	933	1042	1212
3339300	144	175	215	328	410	518	600	692	777	908
3339310	287	344	418	618	761	949	1091	1251	1395	1621
3339320	2927	3329	3816	5099	5979	7118	7949	8912	9716	11000
3339330	4	5	7	11	13	17	20	23	26	31
3339340	2953	3364	3860	5170	6068	7230	8078	9060	9881	11193
3339350	597	711	857	1255	1545	1937	2237	2579	2891	3376
3339370	553	660	798	1173	1447	1817	2099	2422	2716	3172
3339390	2089	2391	2758	3725	4385	5228	5841	6547	7138	8082
3339410	1027	1219	1463	2122	2587	3193	3644	4157	4608	5318
